Fichier, Temps Naif, Temps Welzl
test-418.points, 38909, 199
test-419.points, 50369, 245
test-42.points, 44475, 621
test-420.points, 41811, 287
test-421.points, 48369, 90
test-422.points, 52533, 362
test-423.points, 41027, 202
test-424.points, 48502, 292
test-425.points, 36420, 253
test-426.points, 54051, 267
test-427.points, 40786, 166
test-428.points, 31891, 202
test-429.points, 42918, 269
test-43.points, 37120, 326
test-430.points, 31648, 183
test-431.points, 52449, 213
test-432.points, 267, 314
test-433.points, 32882, 274
test-434.points, 61300, 456
test-435.points, 44958, 456
test-436.points, 184, 403
test-437.points, 36436, 243
test-438.points, 30709, 141
test-439.points, 40254, 264
test-44.points, 41078, 249
test-440.points, 46893, 361
test-441.points, 36239, 313
test-442.points, 44642, 272
test-443.points, 50848, 277
test-444.points, 49022, 284
test-445.points, 44230, 409
test-446.points, 50791, 512
test-447.points, 32103, 468
test-448.points, 40925, 287
test-449.points, 52827, 140
test-45.points, 44504, 226
test-450.points, 38695, 226
test-451.points, 48497, 425
test-452.points, 53103, 226
test-453.points, 53069, 483
test-454.points, 48032, 435
test-455.points, 33672, 510
test-456.points, 50566, 428
test-457.points, 36559, 774
test-458.points, 54750, 244
test-459.points, 52, 115
test-46.points, 57640, 388
test-460.points, 32704, 480
test-461.points, 41643, 316
test-462.points, 48595, 178
test-463.points, 53880, 417
test-464.points, 33048, 90
test-465.points, 38938, 328
test-466.points, 45581, 377
test-467.points, 41598, 285
test-468.points, 52411, 213
test-469.points, 50320, 451
test-47.points, 53390, 188
test-470.points, 58765, 477
test-471.points, 40321, 310
test-472.points, 49882, 150
test-473.points, 46980, 176
test-474.points, 55130, 264
test-475.points, 52897, 308
test-476.points, 46312, 519
test-477.points, 36324, 291
test-478.points, 39422, 324
test-479.points, 51040, 176
test-48.points, 49009, 496
test-480.points, 50253, 171
test-481.points, 46020, 348
test-482.points, 39473, 174
test-483.points, 50035, 375
test-484.points, 44034, 112
test-485.points, 53685, 317
test-486.points, 54403, 517
test-487.points, 47966, 134
test-488.points, 48930, 344
test-489.points, 34108, 154
test-49.points, 40093, 383
test-490.points, 48153, 275
test-491.points, 37036, 291
test-492.points, 49663, 260
test-493.points, 32293, 287
test-494.points, 46935, 332
test-495.points, 36679, 411
test-496.points, 46764, 405
test-497.points, 37156, 425
test-498.points, 45082, 478
test-499.points, 32922, 371
test-5.points, 37991, 366
test-50.points, 52585, 320
test-500.points, 38867, 349
test-501.points, 54114, 350
test-502.points, 30574, 215
test-503.points, 47895, 345
test-504.points, 48753, 248
test-505.points, 44077, 185
test-506.points, 49950, 313
test-507.points, 45073, 312
test-508.points, 34224, 174
test-509.points, 53999, 484
test-51.points, 47767, 226
test-510.points, 30526, 219
test-511.points, 37241, 208
test-512.points, 50872, 378
test-513.points, 34615, 329
test-514.points, 38256, 109
test-515.points, 43561, 309
test-516.points, 47523, 210
test-517.points, 43903, 661
test-518.points, 41247, 255
test-519.points, 43178, 153
test-52.points, 33474, 186
test-520.points, 54691, 298
test-521.points, 46096, 210
test-522.points, 46368, 546
test-523.points, 48793, 182
test-524.points, 75, 268
test-525.points, 45064, 513
test-526.points, 34044, 168
test-527.points, 47740, 393
test-528.points, 41833, 484
test-529.points, 46729, 511
test-53.points, 31090, 176
test-530.points, 191, 360
test-531.points, 43304, 277
test-532.points, 48337, 315
test-533.points, 39189, 233
test-534.points, 46276, 207
test-535.points, 43929, 302
test-536.points, 38243, 157
test-537.points, 48302, 326
test-538.points, 38136, 535
test-539.points, 61231, 129
test-54.points, 35135, 127
test-540.points, 49809, 386
test-541.points, 35774, 450
test-542.points, 52936, 230
test-543.points, 51241, 379
test-544.points, 44688, 198
test-545.points, 49635, 300
test-546.points, 48397, 225
test-547.points, 39704, 246
test-548.points, 36610, 227
test-549.points, 59317, 209
test-55.points, 32139, 348
test-550.points, 36935, 408
test-551.points, 45134, 378
test-552.points, 49050, 444
test-553.points, 42032, 167
test-554.points, 57230, 205
test-555.points, 49561, 271
test-556.points, 45826, 277
test-557.points, 49277, 250
test-558.points, 34400, 109
test-559.points, 53106, 453
test-56.points, 59122, 437
test-560.points, 45231, 286
test-561.points, 38327, 201
test-562.points, 43001, 351
test-563.points, 33870, 71
test-564.points, 47837, 287
test-565.points, 55180, 141
test-566.points, 43177, 348
test-567.points, 49238, 254
test-568.points, 33938, 218
test-569.points, 41889, 256
test-57.points, 39461, 457
test-570.points, 51230, 397
test-571.points, 31343, 391
test-572.points, 33812, 250
test-573.points, 47591, 455
test-574.points, 45563, 375
test-575.points, 49662, 300
test-576.points, 54630, 168
test-577.points, 52503, 299
test-578.points, 32472, 122
test-579.points, 33410, 373
test-58.points, 49496, 107
test-580.points, 53281, 274
test-581.points, 51698, 392
test-582.points, 40089, 459
test-583.points, 44312, 224
test-584.points, 36749, 324
test-585.points, 54648, 370
test-586.points, 54660, 366
test-587.points, 50429, 479
test-588.points, 51059, 121
test-589.points, 53407, 263
test-59.points, 53170, 397
test-590.points, 42844, 329
test-591.points, 41166, 221
test-592.points, 56014, 400
test-593.points, 41940, 121
test-594.points, 38642, 90
test-595.points, 48736, 177
test-596.points, 50845, 319
test-597.points, 42746, 311
test-598.points, 161, 416
test-599.points, 53058, 320
test-6.points, 240, 351
test-60.points, 39755, 173
test-600.points, 43395, 193
test-601.points, 36228, 392
test-602.points, 60708, 296
test-603.points, 32271, 314
test-604.points, 43014, 513
test-605.points, 41220, 592
test-606.points, 38465, 116
test-607.points, 43188, 436
test-608.points, 44425, 245
test-609.points, 45206, 215
test-61.points, 39199, 480
test-610.points, 46240, 513
test-611.points, 29938, 408
test-612.points, 33437, 231
test-613.points, 46402, 603
test-614.points, 51388, 395
test-615.points, 33871, 212
test-616.points, 54116, 382
test-617.points, 34, 155
test-618.points, 49038, 592
test-619.points, 38116, 639
test-62.points, 77, 131
test-620.points, 45919, 346
test-621.points, 45315, 561
test-622.points, 43486, 510
test-623.points, 51800, 342
test-624.points, 45755, 217
test-625.points, 42845, 475
test-626.points, 39478, 224
test-627.points, 33312, 344
test-628.points, 35480, 310
test-629.points, 41626, 289
test-63.points, 38804, 370
test-630.points, 38283, 340
test-631.points, 33842, 317
test-632.points, 53284, 322
test-633.points, 31838, 473
test-634.points, 44211, 197
test-635.points, 48631, 592
test-636.points, 60678, 178
test-637.points, 43300, 584
test-638.points, 43343, 119
test-639.points, 45798, 213
test-64.points, 36825, 329
test-640.points, 42531, 232
test-641.points, 46184, 678
test-642.points, 38107, 365
test-643.points, 39831, 2204
test-644.points, 41946, 439
test-645.points, 37918, 388
test-646.points, 35217, 134
test-647.points, 48606, 400
test-648.points, 48929, 323
test-649.points, 291, 513
test-65.points, 41762, 461
test-650.points, 38800, 285
test-651.points, 61415, 403
test-652.points, 45729, 264
test-653.points, 41394, 233
test-654.points, 51825, 294
test-655.points, 39249, 430
test-656.points, 49894, 289
test-657.points, 42746, 320
test-658.points, 45532, 295
test-659.points, 35501, 259
test-66.points, 53803, 237
test-660.points, 49861, 235
test-661.points, 42332, 336
test-662.points, 41122, 396
test-663.points, 47264, 69
test-664.points, 48284, 617
test-665.points, 36004, 547
test-666.points, 41248, 252
test-667.points, 52860, 377
test-668.points, 60278, 391
test-669.points, 36500, 268
test-67.points, 51501, 517
test-670.points, 46416, 169
test-671.points, 33359, 666
test-672.points, 40392, 393
test-673.points, 34334, 278
test-674.points, 45764, 228
test-675.points, 39824, 278
test-676.points, 48196, 263
test-677.points, 42855, 434
test-678.points, 54979, 800
test-679.points, 32141, 247
test-68.points, 22, 231
test-680.points, 43246, 302
test-681.points, 47490, 152
test-682.points, 50, 321
test-683.points, 34019, 255
test-684.points, 48478, 384
test-685.points, 53863, 220
test-686.points, 38108, 335
test-687.points, 46758, 616
test-688.points, 50308, 570
test-689.points, 30320, 563
test-69.points, 40550, 195
test-690.points, 48133, 182
test-691.points, 58713, 95
test-692.points, 42265, 438
test-693.points, 50215, 176
test-694.points, 44664, 185
test-695.points, 37749, 423
test-696.points, 53113, 142
test-697.points, 49512, 162
test-698.points, 34355, 227
test-699.points, 31516, 284
test-7.points, 47324, 312
test-70.points, 51625, 192
test-700.points, 47972, 354
test-701.points, 52150, 336
test-702.points, 34054, 277
test-703.points, 44126, 199
test-704.points, 46490, 698
test-705.points, 51568, 307
test-706.points, 46794, 311
test-707.points, 47605, 452
test-708.points, 31862, 201
test-709.points, 35377, 422
test-71.points, 53695, 183
test-710.points, 34932, 344
test-711.points, 50700, 417
test-712.points, 49826, 365
test-713.points, 45190, 214
test-714.points, 47566, 331
test-715.points, 47890, 326
test-716.points, 50251, 435
test-717.points, 35430, 390
test-718.points, 44591, 194
test-719.points, 49624, 179
test-72.points, 42770, 308
test-720.points, 60759, 473
test-721.points, 34510, 292
test-722.points, 41242, 196
test-723.points, 43817, 133
test-724.points, 39606, 205
test-725.points, 137, 303
test-726.points, 48130, 290
test-727.points, 46562, 182
test-728.points, 33115, 454
test-729.points, 45803, 279
test-73.points, 52257, 273
test-730.points, 29428, 260
test-731.points, 42432, 411
test-732.points, 41870, 389
test-733.points, 42877, 273
test-734.points, 41635, 290
test-735.points, 47971, 202
test-736.points, 37565, 160
test-737.points, 36996, 558
test-738.points, 43737, 248
test-739.points, 44416, 165
test-74.points, 36641, 270
test-740.points, 41977, 618
test-741.points, 52586, 569
test-742.points, 45215, 232
test-743.points, 58104, 155
test-744.points, 38154, 233
test-745.points, 43292, 113
test-746.points, 32, 359
test-747.points, 51602, 386
test-748.points, 51760, 160
test-749.points, 46404, 329
test-75.points, 43883, 321
test-750.points, 31313, 483
test-751.points, 40886, 459
test-752.points, 37425, 165
test-753.points, 30711, 451
test-754.points, 38352, 214
test-755.points, 50164, 374
test-756.points, 39289, 160
test-757.points, 32485, 653
test-758.points, 44098, 119
test-759.points, 50092, 245
test-76.points, 55974, 322
test-760.points, 55433, 158
test-761.points, 41769, 498
test-762.points, 43702, 161
test-763.points, 32042, 216
test-764.points, 37764, 118
test-765.points, 36819, 265
test-766.points, 55170, 178
test-767.points, 38452, 241
test-768.points, 34789, 347
test-769.points, 41425, 383
test-77.points, 42522, 127
test-770.points, 32288, 148
test-771.points, 49374, 345
test-772.points, 54371, 297
test-773.points, 86, 227
test-774.points, 51289, 463
test-775.points, 43937, 195
test-776.points, 55524, 334
test-777.points, 36439, 569
test-778.points, 35699, 332
test-779.points, 38176, 545
test-78.points, 49961, 337
test-780.points, 41926, 319
test-781.points, 185, 238
test-782.points, 32460, 314
test-783.points, 56255, 456
test-784.points, 44476, 317
test-785.points, 59284, 483
test-786.points, 43587, 319
test-787.points, 31757, 172
test-788.points, 47895, 233
test-789.points, 37012, 272
test-79.points, 46161, 427
test-790.points, 39244, 189
test-791.points, 36761, 265
test-792.points, 34699, 232
test-793.points, 38170, 362
test-794.points, 52009, 102
test-795.points, 312, 200
test-796.points, 37443, 282
test-797.points, 56564, 349
test-798.points, 46184, 347
test-799.points, 43583, 293
test-8.points, 51595, 330
test-80.points, 6, 320
test-800.points, 43516, 398
test-801.points, 53627, 111
test-802.points, 40239, 205
test-803.points, 46079, 292
test-804.points, 59038, 345
test-805.points, 43898, 349
test-806.points, 31155, 609
test-807.points, 41575, 335
test-808.points, 40388, 464
test-809.points, 54889, 125
test-81.points, 51179, 443
test-810.points, 35348, 330
test-811.points, 48719, 337
test-812.points, 53586, 298
test-813.points, 47401, 248
test-814.points, 49340, 251
test-815.points, 43463, 357
test-816.points, 43411, 468
test-817.points, 43944, 292
test-818.points, 52121, 248
test-819.points, 38879, 378
test-82.points, 53142, 219
test-820.points, 40303, 228
test-821.points, 44517, 244
test-822.points, 37500, 194
test-823.points, 32363, 233
test-824.points, 37146, 448
test-825.points, 34742, 237
test-826.points, 49778, 420
test-827.points, 42570, 265
test-828.points, 35362, 358
test-829.points, 52724, 387
test-83.points, 32261, 240
test-830.points, 45672, 339
test-831.points, 54090, 475
test-832.points, 40172, 568
test-833.points, 45555, 501
test-834.points, 37005, 594
test-835.points, 46216, 688
test-836.points, 37241, 317
test-837.points, 51887, 355
test-838.points, 50784, 358
test-839.points, 55793, 442
test-84.points, 46090, 470
test-840.points, 43029, 288
test-841.points, 51383, 297
test-842.points, 32575, 198
test-843.points, 57427, 387
test-844.points, 42529, 134
test-845.points, 46361, 485
test-846.points, 45327, 374
test-847.points, 44395, 440
test-848.points, 46188, 295
test-849.points, 49608, 304
test-85.points, 45959, 588
test-850.points, 36101, 313
test-851.points, 41716, 168
test-852.points, 34057, 350
test-853.points, 49792, 335
test-854.points, 32968, 161
test-855.points, 38511, 221
test-856.points, 35848, 407
test-857.points, 36686, 212
test-858.points, 45341, 234
test-859.points, 34167, 247
test-86.points, 43155, 277
test-860.points, 51908, 379
test-861.points, 52880, 348
test-862.points, 36264, 182
test-863.points, 44660, 194
test-864.points, 32761, 237
test-865.points, 35904, 554
test-866.points, 54384, 364
test-867.points, 50258, 470
test-868.points, 43099, 622
test-869.points, 75, 293
test-87.points, 55455, 166
test-870.points, 56451, 501
test-871.points, 40912, 526
test-872.points, 34622, 205
test-873.points, 56357, 321
test-874.points, 41899, 387
test-875.points, 49257, 381
test-876.points, 34058, 243
test-877.points, 49200, 515
test-878.points, 43587, 468
test-879.points, 48026, 374
test-88.points, 55385, 356
test-880.points, 31923, 522
test-881.points, 31441, 199
test-882.points, 40745, 149
test-883.points, 32958, 388
test-884.points, 36227, 412
test-885.points, 49487, 99
test-886.points, 43924, 235
test-887.points, 45670, 317
test-888.points, 31695, 596
test-889.points, 36928, 196
test-89.points, 58690, 254
test-890.points, 50217, 425
test-891.points, 52110, 136
test-892.points, 50930, 247
test-893.points, 51872, 364
test-894.points, 40216, 890
test-895.points, 39742, 179
test-896.points, 54781, 286
test-897.points, 33501, 156
test-898.points, 52613, 165
test-899.points, 46265, 415
test-9.points, 47669, 417
test-90.points, 36306, 594
test-900.points, 45588, 584
test-901.points, 44724, 286
test-902.points, 45532, 165
test-903.points, 49641, 373
test-904.points, 53710, 504
test-905.points, 42072, 174
test-906.points, 41962, 303
test-907.points, 51947, 609
test-908.points, 42976, 139
test-909.points, 43900, 409
test-91.points, 40908, 377
test-910.points, 43850, 353
test-911.points, 45918, 439
test-912.points, 41235, 297
test-913.points, 53462, 197
test-914.points, 45212, 163
test-915.points, 55831, 339
test-916.points, 44222, 460
test-917.points, 41375, 369
test-918.points, 51590, 190
test-919.points, 46096, 450
test-92.points, 54147, 184
test-920.points, 41387, 172
test-921.points, 50528, 192
test-922.points, 47047, 425
test-923.points, 48989, 124
test-924.points, 42413, 244
test-925.points, 46026, 114
test-926.points, 43551, 258
test-927.points, 40022, 178
test-928.points, 42095, 389
test-929.points, 37429, 283
test-93.points, 44692, 224
test-930.points, 36562, 308
test-931.points, 56029, 219
test-932.points, 50519, 2091
test-933.points, 46330, 281
test-934.points, 49394, 530
test-935.points, 35589, 499
test-936.points, 41628, 221
test-937.points, 44733, 266
test-938.points, 49313, 390
test-939.points, 32649, 174
test-94.points, 31138, 471
test-940.points, 50547, 348
test-941.points, 31806, 210
test-942.points, 38839, 285
test-943.points, 52143, 336
test-944.points, 44462, 490
test-945.points, 30143, 185
test-946.points, 31904, 237
test-947.points, 35745, 164
test-948.points, 42002, 169
test-949.points, 33877, 326
test-95.points, 56254, 206
test-950.points, 38799, 291
test-951.points, 48030, 93
test-952.points, 48792, 522
test-953.points, 55150, 461
test-954.points, 40061, 266
test-955.points, 48651, 428
test-956.points, 42210, 378
test-957.points, 32941, 270
test-958.points, 48082, 606
test-959.points, 34488, 255
test-96.points, 38971, 200
test-960.points, 42435, 323
test-961.points, 56476, 92
test-962.points, 39933, 329
test-963.points, 43426, 129
test-964.points, 39767, 434
test-965.points, 36209, 490
test-966.points, 34602, 311
test-967.points, 35809, 329
test-968.points, 41974, 391
test-969.points, 57045, 190
test-97.points, 32619, 543
test-970.points, 48613, 683
test-971.points, 40622, 442
test-972.points, 49089, 183
test-973.points, 43573, 170
test-974.points, 34668, 262
test-975.points, 38593, 248
test-976.points, 52776, 525
test-977.points, 46812, 396
test-978.points, 53357, 161
test-979.points, 56227, 228
test-98.points, 32521, 193
test-980.points, 43725, 177
test-981.points, 43384, 320
test-982.points, 53443, 479
test-983.points, 35898, 291
test-984.points, 34404, 595
test-985.points, 416, 321
test-986.points, 47558, 235
test-987.points, 43884, 322
test-988.points, 124, 210
test-989.points, 50850, 138
test-99.points, 46237, 350
test-990.points, 44487, 214
test-991.points, 37707, 253
test-992.points, 48816, 259
test-993.points, 52122, 335
test-994.points, 42616, 140
test-995.points, 48339, 332
test-996.points, 57367, 202
test-997.points, 44319, 275
test-998.points, 49620, 315
test-999.points, 47945, 407
